estab_id,cnpj,razao_social,cnae_original,setor,atividade,regra,fonte,evidencia
155,00070217000178,MOVIE SHOPPING CINEMAS LTDA,59146,"Mídia, Cultura e Entretenimento",Audiovisual e música,cnae_2:59,CNAE declarada no Portal da Transparência,59146
156,00070349000108,"TECMIN-COMERCIO E TRANSPORTES, EXPORTACOES E IMPORTACOES LTDA",00000,Não identificado,Não identificado,sem_cnae,CNAE declarada no Portal da Transparência,00000
157,00070532000103,DEPARTAMENTO DE ESTRADAS DE RODAGEM DO DISTRITO FEDERAL,84116,Administração Pública,Administração pública,cnae_2:84,CNAE declarada no Portal da Transparência,84116
158,00071556000179,ROMA HOTEIS E REALIZACOES LTDA,55108,"Turismo, Hotelaria e Alimentação",Hotéis e hospedagem,cnae_3:551,CNAE declarada no Portal da Transparência,55108
159,00071799000107,SUPLIMED DISTRIBUIDORA DE PRODUTOS MEDICOS LTDA,46648,Saúde,Equipamentos médicos,cnae_5:46648,CNAE declarada no Portal da Transparência,46648
160,00072255000160,JUSIMED IMPORTACAO E COMERCIO DE PRODUTOS MEDICOS LTDA,46451,Saúde,Equipamentos médicos,cnae_5:46451,CNAE declarada no Portal da Transparência,46451
161,00072331000137,POLI-GYN EMBALAGENS LTDA.,22226,Químico,Plásticos,cnae_3:222,CNAE declarada no Portal da Transparência,22226
162,00073757000105,GETTI QUIMICA LTDA,20991,Químico,Químico,cnae_2:20,CNAE declarada no Portal da Transparência,20991
163,00073764000107,DI VARESE INDUSTRIA DE COMPONENTES PARA CALCADOS LTDA,15408,"Têxtil, Vestuário e Calçados",Calçados e artigos de couro,cnae_2:15,CNAE declarada no Portal da Transparência,15408
164,00073778000120,RJ CONSULTORES & INFORMATICA LTDA,62015,Tecnologia da Informação,Tecnologia da informação,cnae_2:62,CNAE declarada no Portal da Transparência,62015
165,00073957000168,ELETROSUL CENTRAIS ELETRICAS S/A,00000,Não identificado,Não identificado,sem_cnae,CNAE declarada no Portal da Transparência,00000
166,00074073000128,COROA VERMELHA HOTEL LTDA,55108,"Turismo, Hotelaria e Alimentação",Hotéis e hospedagem,cnae_3:551,CNAE declarada no Portal da Transparência,55108
167,00074569000100,RIO DE JANEIRO REFRESCOS LTDA,11224,Alimentos e Bebidas,Bebidas não alcoólicas,cnae_3:112,CNAE declarada no Portal da Transparência,11224
168,00074635000133,ABSA AEROLINHAS BRASILEIRAS S.A.,51200,Aviação,Aérea,cnae_3:512,CNAE declarada no Portal da Transparência,51200
169,00074635000214,ABSA AEROLINHAS BRASILEIRAS S.A.,51111,Aviação,Aérea,cnae_3:511,CNAE declarada no Portal da Transparência,51111
170,00074635000729,ABSA AEROLINHAS BRASILEIRAS S.A.,51200,Aviação,Aérea,cnae_3:512,CNAE declarada no Portal da Transparência,51200
171,00074635001709,ABSA AEROLINHAS BRASILEIRAS S.A.,51200,Aviação,Aérea,cnae_3:512,CNAE declarada no Portal da Transparência,51200
172,00075017000108,QUIMIL INDUSTRIA E COMERCIO S/A,20991,Químico,Químico,cnae_2:20,CNAE declarada no Portal da Transparência,20991
173,00075847000135,COOPERATIVA DE CREDITO UNICRED CENTRO-SUL LTDA - UNICRED CENTRO-SUL,64247,Financeiro e Seguros,Bancos,cnae_3:642,CNAE declarada no Portal da Transparência,64247
174,00076397000103,SEE SAW EDUCACAO LTDA,85121,Educação,Educação básica,cnae_3:851,CNAE declarada no Portal da Transparência,85121
175,00076498000176,DEHAINI & CIA LTDA,47318,"Petróleo, Gás e Combustíveis",Combustíveis,cnae_3:473,CNAE declarada no Portal da Transparência,47318
176,00076945000197,AGUAS TERMAIS SANTA ROSA LTDA,96092,Serviços Pessoais,Serviços pessoais,cnae_2:96,CNAE declarada no Portal da Transparência,96092
177,00078007000126,FUNDACAO CEARENSE DE APOIO AO DESENVOLVIMENTO CIENTIFICO E TECNOLOGICO,84116,Administração Pública,Administração pública,cnae_2:84,CNAE declarada no Portal da Transparência,84116
178,00078083000131,ROSMMA COMERCIO DE GENEROS ALIMENTICIOS LTDA,47113,Alimentos e Bebidas,Supermercados,cnae_5:47113,CNAE declarada no Portal da Transparência,47113
179,00078214000180,MENDES & DE PAULA LTDA,81117,Serviços Administrativos e Operacionais,Limpeza e serviços prediais,cnae_2:81,CNAE declarada no Portal da Transparência,81117
180,00078220000138,CENTRO DE ENSINO UNIFICADO DO DISTRITO FEDERAL LTDA,85325,Educação,Ensino superior,cnae_3:853,CNAE declarada no Portal da Transparência,85325
181,00078300000193,JOAPE - CLIMATIZACAO INDUSTRIAL LTDA,28232,Máquinas e Equipamentos,Máquinas e equipamentos,cnae_2:28,CNAE declarada no Portal da Transparência,28232
182,00078599000186,GERENCIAL BRASIL PARTICIPACOES E EMPREENDIMENTOS LTDA,78205,Serviços Administrativos e Operacionais,Seleção e locação de mão de obra,cnae_2:78,CNAE declarada no Portal da Transparência,78205
183,00078891000107,C. DEL BIANCO VIAGENS E TURISMO LTDA,79112,"Turismo, Hotelaria e Alimentação",Turismo e agências de viagens,cnae_2:79,CNAE declarada no Portal da Transparência,79112
184,00079826000198,BARZ & CIA LTDA,10619,Alimentos e Bebidas,Moagem e alimentos farináceos,cnae_3:106,CNAE declarada no Portal da Transparência,10619
185,00080671000100,CARAMURU ALIMENTOS S/A,10422,Alimentos e Bebidas,Óleos e gorduras vegetais,cnae_3:104,CNAE declarada no Portal da Transparência,10422
186,00080671000371,CARAMURU ALIMENTOS S/A,10414,Alimentos e Bebidas,Óleos e gorduras vegetais,cnae_3:104,CNAE declarada no Portal da Transparência,10414
187,00080671001262,CARAMURU ALIMENTOS S/A,10643,Alimentos e Bebidas,Moagem e alimentos farináceos,cnae_3:106,CNAE declarada no Portal da Transparência,10643
188,00080671002153,CARAMURU ALIMENTOS S/A,10414,Alimentos e Bebidas,Óleos e gorduras vegetais,cnae_3:104,CNAE declarada no Portal da Transparência,10414
189,00080671002668,CARAMURU ALIMENTOS S/A,10414,Alimentos e Bebidas,Óleos e gorduras vegetais,cnae_3:104,CNAE declarada no Portal da Transparência,10414
190,00080671004792,CARAMURU ALIMENTOS S/A,10422,Alimentos e Bebidas,Óleos e gorduras vegetais,cnae_3:104,CNAE declarada no Portal da Transparência,10422
191,00080671006736,CARAMURU ALIMENTOS S/A,52311,Transporte e Logística,Armazenagem e serviços de transporte,cnae_2:52,CNAE declarada no Portal da Transparência,52311
192,00080671007384,CARAMURU ALIMENTOS S/A,52311,Transporte e Logística,Armazenagem e serviços de transporte,cnae_2:52,CNAE declarada no Portal da Transparência,52311
193,00080671007465,CARAMURU ALIMENTOS S/A,46842,Químico,Químico,cnae_5:46842,CNAE declarada no Portal da Transparência,46842
194,00080714000157,ACOS CONTINENTE INDUSTRIA E COMERCIO LTDA,46851,Mineração e Metalurgia,Siderurgia e metalurgia,cnae_5:46851,CNAE declarada no Portal da Transparência,46851
195,00080782000116,FIASUL INDUSTRIA DE FIOS LTDA,13111,"Têxtil, Vestuário e Calçados",Têxtil,cnae_2:13,CNAE declarada no Portal da Transparência,13111
196,00081160000102,LUPPA ADMINISTRADORA DE SERVICOS LTDA,62091,Tecnologia da Informação,Tecnologia da informação,cnae_2:62,CNAE declarada no Portal da Transparência,62091
197,00081876000100,CLINICA DE OFTALMODIAGNOSTICO LTDA,86305,Saúde,Consultórios e clínicas,cnae_3:863,CNAE declarada no Portal da Transparência,86305
198,00082024000137,COMPANHIA DE SANEAMENTO AMBIENTAL DO DISTRITO FEDERAL,00000,Não identificado,Não identificado,sem_cnae,CNAE declarada no Portal da Transparência,00000
199,00082535000159,J C EMPREENDIMENTOS LTDA,55108,"Turismo, Hotelaria e Alimentação",Hotéis e hospedagem,cnae_3:551,CNAE declarada no Portal da Transparência,55108
200,00083894000120,PLATINUM FOTOGRAFIA PUBLICITARIA LTDA,74200,Serviços Profissionais,Outros serviços profissionais,cnae_2:74,CNAE declarada no Portal da Transparência,74200
201,00084211000150,TRANSPORTADORA TURISTICA BITTENCOURT E FANTINATI LTDA,77195,Locação de Bens,Locação de veículos,cnae_3:771,CNAE declarada no Portal da Transparência,77195
202,00084372000143,AUTO POSTO MORRETES LTDA,47318,"Petróleo, Gás e Combustíveis",Combustíveis,cnae_3:473,CNAE declarada no Portal da Transparência,47318
203,00085740000178,TRIGO & CIA LTDA,10911,Alimentos e Bebidas,Outros alimentos,cnae_3:109,CNAE declarada no Portal da Transparência,10911
204,00085822000112,ESPECIFARMA COM DE MEDICAMENTOS E PRO HOSPITALARES LTDA,46443,Farmacêutico,Farmacêutico,cnae_5:46443,CNAE declarada no Portal da Transparência,46443
205,00085885000179,ACTAR CONNECTIVITY ENGENHARIA DE TELECOMUNICACOES LTDA,47890,Comércio Diversificado,Comércio varejista — diversos,cnae_2:47,CNAE declarada no Portal da Transparência,47890
206,00086165000128,CONSTRUTORA ARTEC S/A - EM RECUPERACAO JUDICIAL,00000,Não identificado,Não identificado,sem_cnae,CNAE declarada no Portal da Transparência,00000
207,00087163000153,APECE SERVICOS GERAIS LTDA,78302,Serviços Administrativos e Operacionais,Seleção e locação de mão de obra,cnae_2:78,CNAE declarada no Portal da Transparência,78302
208,00087181000135,NIJU INDUSTRIA E COMERCIO DE IMPLEMENTOS RODOVIARIOS,29301,Automotivo,Carrocerias e reboques,cnae_3:293,CNAE declarada no Portal da Transparência,29301
209,00087731000116,INDUSTRIA E COMERCIO DE MALHAS PEMGIR LTDA.,13308,"Têxtil, Vestuário e Calçados",Têxtil,cnae_2:13,CNAE declarada no Portal da Transparência,13308
210,00088317000121,VICTORIA COMERCIO DE PRODUTOS HOSPITALARES LTDA,46443,Farmacêutico,Farmacêutico,cnae_5:46443,CNAE declarada no Portal da Transparência,46443
211,00088965000188,HAI-SAI COMUNICACOES LTDA,73114,Serviços Profissionais,Publicidade e pesquisa de mercado,cnae_2:73,CNAE declarada no Portal da Transparência,73114
212,00089189000130,LIVING CONSULTORIA E DESENVOLVIMENTO DE SISTEMAS LTDA,62040,Tecnologia da Informação,Tecnologia da informação,cnae_2:62,CNAE declarada no Portal da Transparência,62040
213,00089877000109,TECLOGICA SERVICOS EM INFORMATICA LTDA,62015,Tecnologia da Informação,Tecnologia da informação,cnae_2:62,CNAE declarada no Portal da Transparência,62015
214,00090638000160,FOZ TROPICANA PARQUE DE AVES LTDA,91031,"Mídia, Cultura e Entretenimento",Cultura e patrimônio,cnae_2:91,CNAE declarada no Portal da Transparência,91031
215,00091106000148,PANIFICADORA BEZERRA PINHEIRO LTDA,10911,Alimentos e Bebidas,Outros alimentos,cnae_3:109,CNAE declarada no Portal da Transparência,10911
216,00091382000106,OPCAO JCA - TURISMO E FRETAMENTO LTDA,49299,Transporte e Logística,Transporte rodoviário de passageiros,cnae_3:492,CNAE declarada no Portal da Transparência,49299
217,00091652000189,COMPANHIA DE PESQUISA DE RECURSOS MINERAIS CPRM,72100,Serviços Profissionais,Pesquisa e desenvolvimento,cnae_2:72,CNAE declarada no Portal da Transparência,72100
218,00092313000117,VETOR SERVICOS LTDA,82997,Serviços Administrativos e Operacionais,Serviços administrativos,cnae_2:82,CNAE declarada no Portal da Transparência,82997
219,00092391000111,ADELMO LEHMKUHL & CIA LTDA,47113,Alimentos e Bebidas,Supermercados,cnae_5:47113,CNAE declarada no Portal da Transparência,47113
220,00092394000155,VINICIO BORTOLATTO PARTICIPACOES LTDA,64620,Holdings e Participações,Holdings e participações,cnae_3:646,CNAE declarada no Portal da Transparência,64620
221,00092929000198,PRONEP LAR INTERNACAO DOMICILIAR S.A,87123,Assistência Social e Organizações,Cuidados e assistência com alojamento,cnae_2:87,CNAE declarada no Portal da Transparência,87123
222,00092978000120,COOP AGRIC JUAZEIRO DA BAHIA RESP LTDA,46338,Alimentos e Bebidas,Comércio de alimentos,cnae_3:463,CNAE declarada no Portal da Transparência,46338
223,00093037000101,ATUAL TEXTIL COMERCIO  E  INDUSTRIA  DE  TECIDOS  LTDA,13308,"Têxtil, Vestuário e Calçados",Têxtil,cnae_2:13,CNAE declarada no Portal da Transparência,13308
224,00093411000179,TURIM FERTILIZANTES LTDA,46834,Agropecuária,Insumos agropecuários,cnae_5:46834,CNAE declarada no Portal da Transparência,46834
225,00093721000193,"PROTEGE SEGURANCA ELETRONICA, MONITORAMENTO E SERVICOS LTDA",80200,Serviços Administrativos e Operacionais,Segurança e vigilância,cnae_2:80,CNAE declarada no Portal da Transparência,80200
226,00095840000185,CTA CONTINENTAL TOBACCOS ALLIANCE S/A,12107,Tabaco,Tabaco,cnae_2:12,CNAE declarada no Portal da Transparência,12107
227,00095916000172,PONTO DE APOIO TECNICO ELETRONICO LTDA,47521,Eletrônicos e Eletrodomésticos,Equipamentos de comunicação,cnae_5:47521,CNAE declarada no Portal da Transparência,47521
228,00096117000110,THOP TURISMO HOTELARIA PARTICIPACOES LTDA,55108,"Turismo, Hotelaria e Alimentação",Hotéis e hospedagem,cnae_3:551,CNAE declarada no Portal da Transparência,55108
229,00096572000116,ZAHDI E PIQUES LTDA,47539,Eletrônicos e Eletrodomésticos,Eletrodomésticos,cnae_5:47539,CNAE declarada no Portal da Transparência,47539
230,00096777000100,TRANSPORTES SAO EXPEDITO LTDA EM RECUPERACAO JUDICIAL,49302,Transporte e Logística,Transporte rodoviário de cargas,cnae_3:493,CNAE declarada no Portal da Transparência,49302
231,00096953000103,INFOVIEW SISTEMAS DE APRESENTACOES LTDA,77390,Locação de Bens,Locação de máquinas e equipamentos,cnae_3:773,CNAE declarada no Portal da Transparência,77390
232,00097427000150,PATURI PRATA LTDA,10201,Alimentos e Bebidas,Pescados,cnae_3:102,CNAE declarada no Portal da Transparência,10201
233,00097446000186,BIO ENGENHARIA E INDUSTRIA DE IMPLANTES ORTOPEDICOS LTDA.,32507,Outras Indústrias,Outras indústrias,cnae_2:32,CNAE declarada no Portal da Transparência,32507
234,00097626000168,BRASAL COMBUSTIVEIS LTDA,47318,"Petróleo, Gás e Combustíveis",Combustíveis,cnae_3:473,CNAE declarada no Portal da Transparência,47318
235,00098242000160,PRONTOFAR LTDA,46443,Farmacêutico,Farmacêutico,cnae_5:46443,CNAE declarada no Portal da Transparência,46443
236,00099059000189,REAL COUROS LTDA.,15106,"Têxtil, Vestuário e Calçados",Calçados e artigos de couro,cnae_2:15,CNAE declarada no Portal da Transparência,15106
237,00099210000189,DILAB MEDICINA NUCLEAR LTDA,86402,Saúde,Diagnóstico e terapias,cnae_3:864,CNAE declarada no Portal da Transparência,86402
238,00099392000198,CUPIUBA PARTICIPACOES LTDA,64638,Holdings e Participações,Holdings e participações,cnae_3:646,CNAE declarada no Portal da Transparência,64638
239,00099773000339,ZEEX INDUSTRIA E COMERCIO LTDA,46494,Comércio Diversificado,Comércio atacadista — diversos,cnae_2:46,CNAE declarada no Portal da Transparência,46494
240,00099817000169,RABBIT INDUSTRIA E COMERCIO DE PRODUTOS DE HIGIENE PESSOAL LTDA,32914,Outras Indústrias,Outras indústrias,cnae_2:32,CNAE declarada no Portal da Transparência,32914
241,00099839000129,BRISTOL ADMINISTRACAO DE HOTEIS E CONDOMINIOS LTDA,55108,"Turismo, Hotelaria e Alimentação",Hotéis e hospedagem,cnae_3:551,CNAE declarada no Portal da Transparência,55108
242,00099845000186,INSTITUICAO ITURAMENSE DE ENSINO SUPERIOR LTDA,85325,Educação,Ensino superior,cnae_3:853,CNAE declarada no Portal da Transparência,85325
243,00100209000127,DISTRIBUIDORA BRASUL DE AUTO PECAS LTDA,00000,Não identificado,Não identificado,sem_cnae,CNAE declarada no Portal da Transparência,00000
244,00100444000107,MOVEIS SEMMER LTDA,31012,Móveis e Decoração,Móveis,cnae_2:31,CNAE declarada no Portal da Transparência,31012
245,00100453000190,PAULICEIA BAR E RESTAURANTE LTDA,56112,"Turismo, Hotelaria e Alimentação",Restaurantes e alimentação,cnae_3:561,CNAE declarada no Portal da Transparência,56112
246,00100668000100,BIOSUT LTDA,32507,Outras Indústrias,Outras indústrias,cnae_2:32,CNAE declarada no Portal da Transparência,32507
247,00100732000153,ACTIOIL COMERCIO DE PRODUTOS QUIMICOS LTDA,46842,Químico,Químico,cnae_5:46842,CNAE declarada no Portal da Transparência,46842
248,00100732000234,ACTIOIL COMERCIO DE PRODUTOS QUIMICOS LTDA,46842,Químico,Químico,cnae_5:46842,CNAE declarada no Portal da Transparência,46842
249,00100765000101,LELLO LOCACAO E VENDAS LTDA.,68218,Imobiliário,Imobiliário,cnae_2:68,CNAE declarada no Portal da Transparência,68218
250,00101571000112,ACREL DISTRIBUIDORA DE MANGUEIRAS LTDA,46494,Comércio Diversificado,Comércio atacadista — diversos,cnae_2:46,CNAE declarada no Portal da Transparência,46494
251,00101571000546,ACREL DISTRIBUIDORA DE MANGUEIRAS LTDA,46494,Comércio Diversificado,Comércio atacadista — diversos,cnae_2:46,CNAE declarada no Portal da Transparência,46494
252,00101896000103,AP WINNER INDUSTRIA E COM DE PRODUTOS QUIMICOS LTDA,20991,Químico,Químico,cnae_2:20,CNAE declarada no Portal da Transparência,20991
253,00102390000100,HOTEL BEIRA RIO DE ITUMBIARA LTDA,55108,"Turismo, Hotelaria e Alimentação",Hotéis e hospedagem,cnae_3:551,CNAE declarada no Portal da Transparência,55108
254,00103582000131,NOVA ENGEVIX ENGENHARIA E PROJETOS S.A.,71120,Serviços Profissionais,Engenharia e arquitetura,cnae_3:711,CNAE declarada no Portal da Transparência,71120
255,00103768000190,TRANSPORTES NOVA ERA LTDA,49302,Transporte e Logística,Transporte rodoviário de cargas,cnae_3:493,CNAE declarada no Portal da Transparência,49302
256,00103788000161,SAETA INDUSTRIA E COMERCIO ELETROELETRONICO LTDA,46737,Materiais de Construção,Materiais de construção,cnae_3:467,CNAE declarada no Portal da Transparência,46737
257,00104194000175,FORTA COMERCIAL LTDA,46656,Máquinas e Equipamentos,Comércio de máquinas e equipamentos,cnae_3:466,CNAE declarada no Portal da Transparência,46656
258,00104352000197,CELEBRA ADMINISTRACAO DE EVENTOS LTDA,82300,Serviços Administrativos e Operacionais,Serviços administrativos,cnae_2:82,CNAE declarada no Portal da Transparência,82300
259,00104603000133,PHITOTERAPHIA BIOFITOGENIA LABORATORIAL BIOTA LTDA,20631,Higiene e Cosméticos,Limpeza e cosméticos,cnae_3:206,CNAE declarada no Portal da Transparência,20631
260,00105229000190,"DURLICOUROS IND E COM DE COUROS, EXP E IMPORTACAO LTDA",15106,"Têxtil, Vestuário e Calçados",Calçados e artigos de couro,cnae_2:15,CNAE declarada no Portal da Transparência,15106
261,00105229000271,"DURLICOUROS IND E COM DE COUROS, EXP E IMPORTACAO LTDA",15106,"Têxtil, Vestuário e Calçados",Calçados e artigos de couro,cnae_2:15,CNAE declarada no Portal da Transparência,15106
262,00105229000433,"DURLICOUROS IND E COM DE COUROS, EXP E IMPORTACAO LTDA",15106,"Têxtil, Vestuário e Calçados",Calçados e artigos de couro,cnae_2:15,CNAE declarada no Portal da Transparência,15106
263,00105229000603,"DURLICOUROS IND E COM DE COUROS, EXP E IMPORTACAO LTDA",15106,"Têxtil, Vestuário e Calçados",Calçados e artigos de couro,cnae_2:15,CNAE declarada no Portal da Transparência,15106
264,00105229000786,"DURLICOUROS IND E COM DE COUROS, EXP E IMPORTACAO LTDA",15106,"Têxtil, Vestuário e Calçados",Calçados e artigos de couro,cnae_2:15,CNAE declarada no Portal da Transparência,15106
265,00105229000948,"DURLICOUROS IND E COM DE COUROS, EXP E IMPORTACAO LTDA",46231,Agropecuária,Comércio de matérias-primas agropecuárias,cnae_3:462,CNAE declarada no Portal da Transparência,46231
