estab_id,cnpj,razao_social,cnae_original,setor,atividade,regra,fonte,evidencia
22076,07733630000114,ASTRAMED COMERCIO DE MATERIAIS MEDICOS LTDA,46451,Saúde,Equipamentos médicos,cnae_5:46451,CNAE declarada no Portal da Transparência,46451
22077,07734193000153,SPAGNOL HOTEIS E TURISMO LTDA,55108,"Turismo, Hotelaria e Alimentação",Hotéis e hospedagem,cnae_3:551,CNAE declarada no Portal da Transparência,55108
22078,07734236000109,LIPATIN SPORTS LTDA,74901,Serviços Profissionais,Outros serviços profissionais,cnae_2:74,CNAE declarada no Portal da Transparência,74901
22079,07734272000164,C.D.A - MAX PRODUTOS ALIMENTICIOS LTDA,46397,Alimentos e Bebidas,Comércio de alimentos,cnae_3:463,CNAE declarada no Portal da Transparência,46397
22080,07734331000102,GRT ANALYTICAL SERVICE LTDA.,71201,Serviços Profissionais,Testes e análises técnicas,cnae_3:712,CNAE declarada no Portal da Transparência,71201
22081,07735144000135,ADLIPPERT DO BRASIL INDUSTRIA E COMERCIO DE PRODUTOS QUIMICOS LTDA,20614,Higiene e Cosméticos,Limpeza e cosméticos,cnae_3:206,CNAE declarada no Portal da Transparência,20614
22082,07736253000258,BD COMERCIO DE INSUMOS PLASTICOS LTDA,46869,"Madeira, Papel e Celulose",Papel e embalagens,cnae_5:46869,CNAE declarada no Portal da Transparência,46869
22083,07736253000339,BD COMERCIO DE INSUMOS PLASTICOS LTDA,20312,Químico,Químico,cnae_2:20,CNAE declarada no Portal da Transparência,20312
22084,07736401000153,MODELACO COMERCIO DE PRODUTOS E SERVICOS EM ACO LTDA - EM RECUPERACAO JUDICIAL,25993,Mineração e Metalurgia,Produtos de metal,cnae_2:25,CNAE declarada no Portal da Transparência,25993
22085,07737403000167,ATIVITA AUTOMACAO LTDA,26108,Eletrônicos e Eletrodomésticos,Componentes eletrônicos,cnae_3:261,CNAE declarada no Portal da Transparência,26108
22086,07737403000248,ATIVITA AUTOMACAO LTDA,26108,Eletrônicos e Eletrodomésticos,Componentes eletrônicos,cnae_3:261,CNAE declarada no Portal da Transparência,26108
22087,07737584000121,MOLECULAR DEVICES INSTRUMENTACAO DO BRASIL LTDA,46699,Máquinas e Equipamentos,Comércio de máquinas e equipamentos,cnae_3:466,CNAE declarada no Portal da Transparência,46699
22088,07737616000199,RB3 MILLENIUM VEICULOS E SERVICOS LTDA,00000,Não identificado,Não identificado,sem_cnae,CNAE declarada no Portal da Transparência,00000
22089,07737659000174,EMBRACOL TRANSPORTES LTDA,49213,Transporte e Logística,Transporte rodoviário de passageiros,cnae_3:492,CNAE declarada no Portal da Transparência,49213
22090,07737878000153,GALLUS INDUSTRIA E COMERCIO DE ALIMENTOS LTDA,10660,Alimentos e Bebidas,Moagem e alimentos farináceos,cnae_3:106,CNAE declarada no Portal da Transparência,10660
22091,07737908000121,GUARAMEX COMERCIAL LTDA,20291,Químico,Químico,cnae_2:20,CNAE declarada no Portal da Transparência,20291
22092,07738002000121,NOCH DO BRASIL - IMPORTACAO E EXPORTACAO LTDA.,46494,Comércio Diversificado,Comércio atacadista — diversos,cnae_2:46,CNAE declarada no Portal da Transparência,46494
22093,07738609000101,ANCA DO BRASIL RETIFICAS DE PRECISAO LTDA.,46630,Máquinas e Equipamentos,Comércio de máquinas e equipamentos,cnae_3:466,CNAE declarada no Portal da Transparência,46630
22094,07738662000102,BIOMIN SERVICOS E PARTICIPACOES LTDA,82113,Serviços Administrativos e Operacionais,Serviços administrativos,cnae_2:82,CNAE declarada no Portal da Transparência,82113
22095,07738828000190,AVI SERVICOS DE SEGURANCA LTDA,80111,Serviços Administrativos e Operacionais,Segurança e vigilância,cnae_2:80,CNAE declarada no Portal da Transparência,80111
22096,07739028000194,IMPERIO DA SERRA COMERCIO DE FRUTAS E LEGUMES LTDA,47121,Alimentos e Bebidas,Supermercados,cnae_5:47121,CNAE declarada no Portal da Transparência,47121
22097,07739237000138,BORESTE INDUSTRIA E COMERCIO DE LIGAS LTDA.,24121,Mineração e Metalurgia,Siderurgia,cnae_3:241,CNAE declarada no Portal da Transparência,24121
22098,07739237000480,BORESTE INDUSTRIA E COMERCIO DE LIGAS LTDA.,24121,Mineração e Metalurgia,Siderurgia,cnae_3:241,CNAE declarada no Portal da Transparência,24121
22099,07739464000163,PANETINS INDUSTRIA E COMERCIO DE ALIMENTOS LTDA,10911,Alimentos e Bebidas,Outros alimentos,cnae_3:109,CNAE declarada no Portal da Transparência,10911
22100,07739574000125,TEDDE DESIGN LTDA,47610,"Mídia, Cultura e Entretenimento",Livros e papelaria,cnae_5:47610,CNAE declarada no Portal da Transparência,47610
22101,07739672000162,MAKCONTROL - COMERCIO IMPORTACAO E EXPORTACAO LTDA,46699,Máquinas e Equipamentos,Comércio de máquinas e equipamentos,cnae_3:466,CNAE declarada no Portal da Transparência,46699
22102,07739675000104,CARNEIRO INDUSTRIA E COMERCIO LTDA,10660,Alimentos e Bebidas,Moagem e alimentos farináceos,cnae_3:106,CNAE declarada no Portal da Transparência,10660
22103,07739815000136,SILVA & BERTOLI - EMPREENDIMENTOS E PARTICIPACOES SOCIETARIAS S.A.,64620,Holdings e Participações,Holdings e participações,cnae_3:646,CNAE declarada no Portal da Transparência,64620
22104,07739834000910,SPAD COMERCIO DE COSMETICOS LTDA,47725,Higiene e Cosméticos,Limpeza e cosméticos,cnae_5:47725,CNAE declarada no Portal da Transparência,47725
22105,07740003000100,JATO DO BRASIL INFORMACOES AUTOMOTIVAS LTDA.,00000,Não identificado,Não identificado,sem_cnae,CNAE declarada no Portal da Transparência,00000
22106,07740099000107,VIACAO MINAS GERAIS S.A.,49299,Transporte e Logística,Transporte rodoviário de passageiros,cnae_3:492,CNAE declarada no Portal da Transparência,49299
22107,07740466000172,MASTER AGRO PRODUTOS AGRICOLAS LTDA,20991,Químico,Químico,cnae_2:20,CNAE declarada no Portal da Transparência,20991
22108,07740586000170,ORTHOMETRIC - INDUSTRIA E COMERCIO DE PRODUTOS MEDICOS E ODONTOLOGICOS LTDA,32507,Outras Indústrias,Outras indústrias,cnae_2:32,CNAE declarada no Portal da Transparência,32507
22109,07740790000190,HIDROTINTAS CAL E CARGAS LTDA,20711,Químico,Tintas e vernizes,cnae_3:207,CNAE declarada no Portal da Transparência,20711
22110,07740964000115,MASTER DEALER COMERCIAL IMPORTADORA E EXPORTADORA LTDA,46931,Comércio Diversificado,Comércio atacadista — diversos,cnae_2:46,CNAE declarada no Portal da Transparência,46931
22111,07742235000106,D&F - FERRATO E SANT'ANNA ENGENHARIA LTDA.,00000,Não identificado,Não identificado,sem_cnae,CNAE declarada no Portal da Transparência,00000
22112,07743272000120,AZIDUS BRASIL PESQUISA CIENTIFICA E DESENVOLVIMENTO LTDA,72100,Serviços Profissionais,Pesquisa e desenvolvimento,cnae_2:72,CNAE declarada no Portal da Transparência,72100
22113,07743815000100,MIPEL COMERCIO E INDUSTRIA DE PECAS TECNICAS LTDA,28135,Máquinas e Equipamentos,Máquinas e equipamentos,cnae_2:28,CNAE declarada no Portal da Transparência,28135
22114,07744161000139,ZAL DISTRIBUIDORA LTDA,46494,Comércio Diversificado,Comércio atacadista — diversos,cnae_2:46,CNAE declarada no Portal da Transparência,46494
22115,07744602000100,ODASHIRO CONSTRUCOES LTDA,55108,"Turismo, Hotelaria e Alimentação",Hotéis e hospedagem,cnae_3:551,CNAE declarada no Portal da Transparência,55108
22116,07744919000139,MULTILIFT LOGISTICA LTDA,52125,Transporte e Logística,Armazenagem e serviços de transporte,cnae_2:52,CNAE declarada no Portal da Transparência,52125
22117,07745238000195,HIPER FACTORING FOMENTO MERCANTIL LTDA.,64913,Financeiro e Seguros,Outros serviços financeiros,cnae_3:649,CNAE declarada no Portal da Transparência,64913
22118,07745362000150,BOHRER ESPORTES LTDA,93115,"Mídia, Cultura e Entretenimento",Esporte e recreação,cnae_2:93,CNAE declarada no Portal da Transparência,93115
22119,07746093000147,BPMM RESTAURANTE LTDA,56112,"Turismo, Hotelaria e Alimentação",Restaurantes e alimentação,cnae_3:561,CNAE declarada no Portal da Transparência,56112
22120,07746586000187,PEARSON SAUDE ANIMAL S.A.,00000,Não identificado,Não identificado,sem_cnae,CNAE declarada no Portal da Transparência,00000
22121,07746677000112,SOLUFARMA DO BRASIL ENGENHARIA LTDA,71120,Serviços Profissionais,Engenharia e arquitetura,cnae_3:711,CNAE declarada no Portal da Transparência,71120
22122,07746953000142,LUIZASEG SEGUROS S.A.,65120,Financeiro e Seguros,Seguros e previdência,cnae_2:65,CNAE declarada no Portal da Transparência,65120
22123,07747410000140,"M PAGAMENTOS S.A - CREDITO, FINANCIAMENTO E INVESTIMENTO",64361,Financeiro e Seguros,Crédito e financiamento,cnae_3:643,CNAE declarada no Portal da Transparência,64361
22124,07747775000174,TRADICIONAL MERCADO DE ALIMENTOS LTDA,56112,"Turismo, Hotelaria e Alimentação",Restaurantes e alimentação,cnae_3:561,CNAE declarada no Portal da Transparência,56112
22125,07747780000187,ALNUTRI ALIMENTOS LTDA,10996,Alimentos e Bebidas,Outros alimentos,cnae_3:109,CNAE declarada no Portal da Transparência,10996
22126,07747780000349,ALNUTRI ALIMENTOS LTDA,10996,Alimentos e Bebidas,Outros alimentos,cnae_3:109,CNAE declarada no Portal da Transparência,10996
22127,07747906000113,INTEGRA MEDICAL CONSULTORIA S.A,70204,Serviços Profissionais,Consultoria e sedes de empresas,cnae_2:70,CNAE declarada no Portal da Transparência,70204
22128,07748837000162,METROHM BRASIL INSTRUMENTACAO ANALITICA LTDA,46630,Máquinas e Equipamentos,Comércio de máquinas e equipamentos,cnae_3:466,CNAE declarada no Portal da Transparência,46630
22129,07749738000103,RC VIDROS AUTOMOTIVOS LTDA,00000,Não identificado,Não identificado,sem_cnae,CNAE declarada no Portal da Transparência,00000
22130,07749764000123,DIVINA PICANHA COMERCIO DE ALIMENTOS LTDA,56112,"Turismo, Hotelaria e Alimentação",Restaurantes e alimentação,cnae_3:561,CNAE declarada no Portal da Transparência,56112
22131,07750075000139,UNIAO AVICOLA AGROINDUSTRIAL LTDA,10121,Alimentos e Bebidas,Carnes e frigoríficos,cnae_3:101,CNAE declarada no Portal da Transparência,10121
22132,07751248000133,AP SOLUCOES TECNOLOGICAS COMERCIO E REPRESENTACOES AGRICOLAS LTDA,74901,Serviços Profissionais,Outros serviços profissionais,cnae_2:74,CNAE declarada no Portal da Transparência,74901
22133,07751659000129,AIR JET TAXI AEREO LTDA.,51129,Aviação,Aérea,cnae_3:511,CNAE declarada no Portal da Transparência,51129
22134,07751667000175,BEAUTY FAIR EVENTOS E PROMOCOES LTDA,82300,Serviços Administrativos e Operacionais,Serviços administrativos,cnae_2:82,CNAE declarada no Portal da Transparência,82300
22135,07752236000123,MEDILAR IMPORTACAO E DISTRIBUICAO DE PRODUTOS MEDICO HOSPITALARES S/A,46443,Farmacêutico,Farmacêutico,cnae_5:46443,CNAE declarada no Portal da Transparência,46443
22136,07752881000146,AMP INDUSTRIA E COMERCIO DE PECAS AUTOMOTIVAS LTDA,29492,Automotivo,Autopeças,cnae_3:294,CNAE declarada no Portal da Transparência,29492
22137,07753039000129,AGGRIUM QUIMICA LTDA,46842,Químico,Químico,cnae_5:46842,CNAE declarada no Portal da Transparência,46842
22138,07753243000140,IVEL ACRE VEICULOS LTDA,00000,Não identificado,Não identificado,sem_cnae,CNAE declarada no Portal da Transparência,00000
22139,07753705000129,COMERCIO DE CARNES FUTURA GERACAO LTDA,46346,Alimentos e Bebidas,Comércio de alimentos,cnae_3:463,CNAE declarada no Portal da Transparência,46346
22140,07753836000106,ZAIDA PARTICIPACOES DE ACOES SOCIEDADE ANONIMA,64620,Holdings e Participações,Holdings e participações,cnae_3:646,CNAE declarada no Portal da Transparência,64620
22141,07753990000188,MENSAGEIRA COMERCIO E IMPORTACAO DE FRUTAS LTDA.,46338,Alimentos e Bebidas,Comércio de alimentos,cnae_3:463,CNAE declarada no Portal da Transparência,46338
22142,07753990000269,MENSAGEIRA COMERCIO E IMPORTACAO DE FRUTAS LTDA.,46338,Alimentos e Bebidas,Comércio de alimentos,cnae_3:463,CNAE declarada no Portal da Transparência,46338
22143,07754012000150,NETWORK SOLUTIONS BRAZIL LTDA,62023,Tecnologia da Informação,Tecnologia da informação,cnae_2:62,CNAE declarada no Portal da Transparência,62023
22144,07754901000118,FIT COMERCIO E INDUSTRIA DE EQUIPAMENTOS S.A.,26108,Eletrônicos e Eletrodomésticos,Componentes eletrônicos,cnae_3:261,CNAE declarada no Portal da Transparência,26108
22145,07754981000101,CARPE DIEM PRODUCOES ARTISTICAS E SERVICOS LTDA,90019,"Mídia, Cultura e Entretenimento",Artes e espetáculos,cnae_2:90,CNAE declarada no Portal da Transparência,90019
22146,07755207000115,QUALICORP CORRETORA DE SEGUROS S.A.,66223,Financeiro e Seguros,Serviços auxiliares financeiros,cnae_2:66,CNAE declarada no Portal da Transparência,66223
22147,07755289000106,ALPHA INNOVATIONS INDUSTRIA E COMERCIO DE PRODUTOS ELETRONICOS LTDA,27317,Máquinas e Equipamentos,Equipamentos elétricos,cnae_2:27,CNAE declarada no Portal da Transparência,27317
22148,07755289000289,ALPHA INNOVATIONS INDUSTRIA E COMERCIO DE PRODUTOS ELETRONICOS LTDA,27317,Máquinas e Equipamentos,Equipamentos elétricos,cnae_2:27,CNAE declarada no Portal da Transparência,27317
22149,07755718000137,SIVIERO & LOPES LTDA,47717,Farmacêutico,Farmacêutico,cnae_5:47717,CNAE declarada no Portal da Transparência,47717
22150,07755789000130,CONTENTO COMUNICACAO LTDA.,58115,"Mídia, Cultura e Entretenimento",Edição de livros e periódicos,cnae_2:58,CNAE declarada no Portal da Transparência,58115
22151,07755826000100,M-WAS INDUSTRIA E COMERCIO LTDA,27333,Máquinas e Equipamentos,Equipamentos elétricos,cnae_2:27,CNAE declarada no Portal da Transparência,27333
22152,07755913000167,I4PRO S.A.,62015,Tecnologia da Informação,Tecnologia da informação,cnae_2:62,CNAE declarada no Portal da Transparência,62015
22153,07755923000100,FORCE SERVICOS TERCEIRIZADOS LTDA,81214,Serviços Administrativos e Operacionais,Limpeza e serviços prediais,cnae_2:81,CNAE declarada no Portal da Transparência,81214
22154,07756070000113,REALITY CIGARS COMERCIO IMPORTACAO E EXPORTACAO LTDA,46362,Tabaco,Tabaco,cnae_5:46362,CNAE declarada no Portal da Transparência,46362
22155,07756399000184,AIT INGREDIENTS BRASIL INDUSTRIA E COMERCIO DE PRODUTOS ALIMENTICIOS LTDA.,20932,Químico,Químico,cnae_2:20,CNAE declarada no Portal da Transparência,20932
22156,07756928000140,CARLOS CORDEIRO DE MICENA,22293,Químico,Plásticos,cnae_3:222,CNAE declarada no Portal da Transparência,22293
22157,07757357000168,TECARBRASILIA VEICULOS E SERVICOS LTDA,00000,Não identificado,Não identificado,sem_cnae,CNAE declarada no Portal da Transparência,00000
22158,07757460000108,INDUSTRIA DE ALIMENTOS PEDRA PRETA LTDA,10139,Alimentos e Bebidas,Carnes e frigoríficos,cnae_3:101,CNAE declarada no Portal da Transparência,10139
22159,07757541000108,VIA BRASILE COMERCIO DE IMPORTACAO E EXPORTACAO DE PRODUTOS ALIMENTICIOS LTDA,46397,Alimentos e Bebidas,Comércio de alimentos,cnae_3:463,CNAE declarada no Portal da Transparência,46397
22160,07757548000120,CBN DISTRIBUIDORA LTDA,46371,Alimentos e Bebidas,Comércio de alimentos,cnae_3:463,CNAE declarada no Portal da Transparência,46371
22161,07758028000131,SAE TOWERS BRASIL TORRES DE TRANSMISSAO LTDA,25110,Mineração e Metalurgia,Produtos de metal,cnae_2:25,CNAE declarada no Portal da Transparência,25110
22162,07758095000156,GTF COMERCIO DE PECAS E SERVICOS LTDA,00000,Não identificado,Não identificado,sem_cnae,CNAE declarada no Portal da Transparência,00000
22163,07758457000109,MAC EMPREENDIMENTOS IMOBILIARIOS LTDA,64620,Holdings e Participações,Holdings e participações,cnae_3:646,CNAE declarada no Portal da Transparência,64620
22164,07758844000145,RANCHO S VETERINARIA LTDA,47717,Farmacêutico,Farmacêutico,cnae_5:47717,CNAE declarada no Portal da Transparência,47717
22165,07758988000100,INCORP TECHNOLOGY IMPLANTES CIRURGICOS LTDA,46451,Saúde,Equipamentos médicos,cnae_5:46451,CNAE declarada no Portal da Transparência,46451
22166,07759154000100,AMBIPAR RESPONSE EMERGENCY MEDICAL SERVICES S S/A,82997,Serviços Administrativos e Operacionais,Serviços administrativos,cnae_2:82,CNAE declarada no Portal da Transparência,82997
22167,07759156000108,GELL INDUSTRIA E COMERCIO DE CONFECCOES LTDA,14118,"Têxtil, Vestuário e Calçados",Vestuário,cnae_2:14,CNAE declarada no Portal da Transparência,14118
22168,07759457000123,PASSALACQUA TECH LTDA,46516,Eletrônicos e Eletrodomésticos,Informática,cnae_5:46516,CNAE declarada no Portal da Transparência,46516
22169,07759470000182,LIVE MARKETING DE DISSEMINACAO LTDA,73114,Serviços Profissionais,Publicidade e pesquisa de mercado,cnae_2:73,CNAE declarada no Portal da Transparência,73114
22170,07759948000174,PORT BRAZIL COMERCIAL EXPORTADORA E IMPORTADORA LTDA,46427,"Têxtil, Vestuário e Calçados",Têxteis e vestuário,cnae_5:46427,CNAE declarada no Portal da Transparência,46427
22171,07760179000124,FOCUS ENERGIA LTDA,00000,Não identificado,Não identificado,sem_cnae,CNAE declarada no Portal da Transparência,00000
22172,07760188000115,SM TRAVEL AGENCIA DE VIAGENS E TURISMO LTDA,79112,"Turismo, Hotelaria e Alimentação",Turismo e agências de viagens,cnae_2:79,CNAE declarada no Portal da Transparência,79112
22173,07760227000184,ENOMAK COMERCIO DE MATERIAIS DE CONSTRUCAO LTDA,47440,Materiais de Construção,Materiais de construção,cnae_3:474,CNAE declarada no Portal da Transparência,47440
22174,07760277000161,MEDMAX - COMERCIO DE EQUIPAMENTOS MEDICOS E SIMILARES LTDA,32507,Outras Indústrias,Outras indústrias,cnae_2:32,CNAE declarada no Portal da Transparência,32507
22175,07760277000323,MEDMAX - COMERCIO DE EQUIPAMENTOS MEDICOS E SIMILARES LTDA,32507,Outras Indústrias,Outras indústrias,cnae_2:32,CNAE declarada no Portal da Transparência,32507
22176,07760479000103,NIDEC MOBILIDADE BRASIL INDUSTRIA DE AUTOPECAS LTDA.,29450,Automotivo,Autopeças,cnae_3:294,CNAE declarada no Portal da Transparência,29450
22177,07760809000160,NUTRIL COMERCIO E SERVICOS LTDA,56201,"Turismo, Hotelaria e Alimentação",Alimentação coletiva e bufês,cnae_3:562,CNAE declarada no Portal da Transparência,56201
22178,07760884000121,NATSU NITEROI VEICULOS E SERVICOS LTDA.,00000,Não identificado,Não identificado,sem_cnae,CNAE declarada no Portal da Transparência,00000
22179,07760885000176,TORRE E CIA SUPERMERCADOS S/A,47113,Alimentos e Bebidas,Supermercados,cnae_5:47113,CNAE declarada no Portal da Transparência,47113
22180,07761571000198,FARM DIRECT FOOD DO BRASIL COMERCIO LTDA.,46397,Alimentos e Bebidas,Comércio de alimentos,cnae_3:463,CNAE declarada no Portal da Transparência,46397
22181,07761571000279,FARM DIRECT FOOD DO BRASIL COMERCIO LTDA.,46397,Alimentos e Bebidas,Comércio de alimentos,cnae_3:463,CNAE declarada no Portal da Transparência,46397
22182,07761676000147,CETEC EDUCACIONAL S.A.,85325,Educação,Ensino superior,cnae_3:853,CNAE declarada no Portal da Transparência,85325
22183,07761734000132,SAPA PRODUCOES ARTISTICAS LTDA,90019,"Mídia, Cultura e Entretenimento",Artes e espetáculos,cnae_2:90,CNAE declarada no Portal da Transparência,90019
22184,07762060000190,IMPORTDERM COMERCIO IMPORTACAO E EXPORTACAO DE COSMETICOS LTDA,47725,Higiene e Cosméticos,Limpeza e cosméticos,cnae_5:47725,CNAE declarada no Portal da Transparência,47725
22185,07762066000168,SERRA DA MESA TRANSMISSORA DE ENERGIA S. A.,00000,Não identificado,Não identificado,sem_cnae,CNAE declarada no Portal da Transparência,00000
22186,07762696000132,FALCON GROUP IMPORTACAO E EXPORTACAO LTDA,74901,Serviços Profissionais,Outros serviços profissionais,cnae_2:74,CNAE declarada no Portal da Transparência,74901
22187,07763003000126,CASA REAL COMERCIO DE PAPEIS LTDA,46869,"Madeira, Papel e Celulose",Papel e embalagens,cnae_5:46869,CNAE declarada no Portal da Transparência,46869
22188,07763237000173,CATUAI JARU HOTEL LTDA,55108,"Turismo, Hotelaria e Alimentação",Hotéis e hospedagem,cnae_3:551,CNAE declarada no Portal da Transparência,55108
22189,07764215000128,ATLAS BRASIL CALCADOS LTDA,15319,"Têxtil, Vestuário e Calçados",Calçados e artigos de couro,cnae_2:15,CNAE declarada no Portal da Transparência,15319
22190,07764255000170,BARIGUI FRANCA COMERCIO DE AUTOMOVEIS LTDA,00000,Não identificado,Não identificado,sem_cnae,CNAE declarada no Portal da Transparência,00000
22191,07764288000110,NEUROCIENCIAS COMERCIO E LOCACAO DE PRODUTOS MEDICOS LTDA,46648,Saúde,Equipamentos médicos,cnae_5:46648,CNAE declarada no Portal da Transparência,46648
22192,07764795000153,DEMATIC SISTEMAS E EQUIPAMENTOS DE MOVIMENTACAO DE MATERIAIS LTDA,28224,Máquinas e Equipamentos,Máquinas e equipamentos,cnae_2:28,CNAE declarada no Portal da Transparência,28224
22193,07765200000184,AFS ASSESORAMENTO COMPONENTES AUTOMOTIVOS LTDA,00000,Automotivo,Autopeças,inferencia_mesma_raiz,CNAEs informadas em outros estabelecimentos da mesma raiz no snapshot,29492
22194,07765200000265,AFS ASSESORAMENTO COMPONENTES AUTOMOTIVOS LTDA,29492,Automotivo,Autopeças,cnae_3:294,CNAE declarada no Portal da Transparência,29492
22195,07765368000190,LUCIANA H. CORREA - CONSULTORIA EM EVENTOS LTDA,82300,Serviços Administrativos e Operacionais,Serviços administrativos,cnae_2:82,CNAE declarada no Portal da Transparência,82300
22196,07766008000102,BAHIA HOME CARE SERVICOS MEDICOS DOMICILIARES LTDA,87123,Assistência Social e Organizações,Cuidados e assistência com alojamento,cnae_2:87,CNAE declarada no Portal da Transparência,87123
22197,07766358000179,M. D. G. COMERCIO DE ALIMENTOS LTDA,46354,Alimentos e Bebidas,Comércio de bebidas,cnae_5:46354,CNAE declarada no Portal da Transparência,46354
22198,07767046000180,NEW ITALIAN FAST FOOD COZINHA INDUSTRIAL E IMPORTACAO LTDA.,56201,"Turismo, Hotelaria e Alimentação",Alimentação coletiva e bufês,cnae_3:562,CNAE declarada no Portal da Transparência,56201
22199,07767477000146,"BIOMOLECULAR TECHNOLOGY COMERCIO, IMPORTACAO, EXPORTACAO E DISTRIBUICAO DE MATERIAIS MEDICOS E LABORATORIAIS LTDA",46451,Saúde,Equipamentos médicos,cnae_5:46451,CNAE declarada no Portal da Transparência,46451
22200,07768134000104,ASTELLAS FARMA BRASIL IMPORTACAO E DISTRIBUICAO DE MEDICAMENTOS LTDA.,46443,Farmacêutico,Farmacêutico,cnae_5:46443,CNAE declarada no Portal da Transparência,46443
22201,07768134000368,ASTELLAS FARMA BRASIL IMPORTACAO E DISTRIBUICAO DE MEDICAMENTOS LTDA.,46443,Farmacêutico,Farmacêutico,cnae_5:46443,CNAE declarada no Portal da Transparência,46443
22202,07769688000118,FUNDACAO PARQUE TECNOLOGICO ITAIPU - BRASIL,72100,Serviços Profissionais,Pesquisa e desenvolvimento,cnae_2:72,CNAE declarada no Portal da Transparência,72100
22203,07769776000110,IE MARKETING E ORGANIZACAO DE EVENTOS LTDA,82300,Serviços Administrativos e Operacionais,Serviços administrativos,cnae_2:82,CNAE declarada no Portal da Transparência,82300
22204,07770014000133,ONIX DISTRIBUIDORA DE PRODUTOS ELETRICOS LTDA,46699,Máquinas e Equipamentos,Comércio de máquinas e equipamentos,cnae_3:466,CNAE declarada no Portal da Transparência,46699
22205,07770214000196,COMERCIAL KM 72 PNEUS LTDA,00000,Não identificado,Não identificado,sem_cnae,CNAE declarada no Portal da Transparência,00000
22206,07770268000151,ROCHA RS TERMINAIS PORTUARIOS E LOGISTICA S.A,52311,Transporte e Logística,Armazenagem e serviços de transporte,cnae_2:52,CNAE declarada no Portal da Transparência,52311
22207,07770697000129,DUO GESTAO EMPRESARIAL EM COMERCIO EXTERIOR LTDA,70204,Serviços Profissionais,Consultoria e sedes de empresas,cnae_2:70,CNAE declarada no Portal da Transparência,70204
22208,07770721000120,ALUMIPACK INDUSTRIA DE EMBALAGENS LTDA EM RECUPERACAO JUDICIAL,25918,Mineração e Metalurgia,Produtos de metal,cnae_2:25,CNAE declarada no Portal da Transparência,25918
22209,07770721000391,ALUMIPACK INDUSTRIA DE EMBALAGENS LTDA EM RECUPERACAO JUDICIAL,46869,"Madeira, Papel e Celulose",Papel e embalagens,cnae_5:46869,CNAE declarada no Portal da Transparência,46869
22210,07770721000472,ALUMIPACK INDUSTRIA DE EMBALAGENS LTDA EM RECUPERACAO JUDICIAL,25918,Mineração e Metalurgia,Produtos de metal,cnae_2:25,CNAE declarada no Portal da Transparência,25918
22211,07770874000177,SKY TECHNOLOGY INDUSTRIA E COMERCIO DE PRODUTOS ELETRONICOS LTDA,32507,Outras Indústrias,Outras indústrias,cnae_2:32,CNAE declarada no Portal da Transparência,32507
22212,07770953000188,LABORATORIOS ROSENBUSCH DO BRASIL S/A.,47717,Farmacêutico,Farmacêutico,cnae_5:47717,CNAE declarada no Portal da Transparência,47717
22213,07771310000159,MIX BICICLETAS INDUSTRIA E COMERCIO LTDA,46494,Comércio Diversificado,Comércio atacadista — diversos,cnae_2:46,CNAE declarada no Portal da Transparência,46494
22214,07771529000158,BELGA MARINE SERVICOS DE ELETRONICA NAVAL LTDA,00000,Não identificado,Não identificado,sem_cnae,CNAE declarada no Portal da Transparência,00000
22215,07771731000180,REAL NOVIDADES DISTRIBUIDORA LTDA,46494,Comércio Diversificado,Comércio atacadista — diversos,cnae_2:46,CNAE declarada no Portal da Transparência,46494
22216,07771731000937,REAL NOVIDADES DISTRIBUIDORA LTDA,46494,Comércio Diversificado,Comércio atacadista — diversos,cnae_2:46,CNAE declarada no Portal da Transparência,46494
22217,07771891000129,ATLAS PROFESSIONALS DO BRASIL LTDA,78205,Serviços Administrativos e Operacionais,Seleção e locação de mão de obra,cnae_2:78,CNAE declarada no Portal da Transparência,78205
22218,07772267000146,CORPORATE RUN COMUNICACAO ENTRETENIMENTO LTDA,73190,Serviços Profissionais,Publicidade e pesquisa de mercado,cnae_2:73,CNAE declarada no Portal da Transparência,73190
22219,07772567000125,CELMAT INDUSTRIA DE MATERIAIS E ARTEFATOS CERAMICOS PARA USO ODONTOLOGICO E INDUSTRIAL LTDA,46451,Saúde,Equipamentos médicos,cnae_5:46451,CNAE declarada no Portal da Transparência,46451
22220,07773010000109,LATICINIOS SANTA RITA LTDA,10520,Alimentos e Bebidas,Laticínios,cnae_3:105,CNAE declarada no Portal da Transparência,10520
22221,07773452000155,MAQNELSON CORRETORA E ADMINISTRADORA DE SEGUROS LTDA.,66223,Financeiro e Seguros,Serviços auxiliares financeiros,cnae_2:66,CNAE declarada no Portal da Transparência,66223
22222,07773509000116,SI SERVICE TECNOLOGIA DA INFORMACAO LTDA,00000,Não identificado,Não identificado,sem_cnae,CNAE declarada no Portal da Transparência,00000
22223,07774050000175,TKS SEGURANCA PRIVADA LTDA,80111,Serviços Administrativos e Operacionais,Segurança e vigilância,cnae_2:80,CNAE declarada no Portal da Transparência,80111
22224,07774907000661,DARDARA COMERCIO IMPORTACAO E EXPORTACAO LTDA,46427,"Têxtil, Vestuário e Calçados",Têxteis e vestuário,cnae_5:46427,CNAE declarada no Portal da Transparência,46427
22225,07774943000110,"VETOR SUL ADMINISTRACAO,COMERCIO E SERVICOS LTDA",55108,"Turismo, Hotelaria e Alimentação",Hotéis e hospedagem,cnae_3:551,CNAE declarada no Portal da Transparência,55108
